[0.065s] Invoking command in '/home/arcturus/Documents/AllSeaingVehicle2/build/velodyne_pointcloud': AMENT_PREFIX_PATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs:${AMENT_PREFIX_PATH} CMAKE_PREFIX_PATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs:/opt/ros/humble LD_LIBRARY_PATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs/lib:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/aarch64-linux-gnu:/opt/ros/humble/lib:/usr/local/cuda-11.4/lib64:/usr/local/cuda-11.4/lib64:/usr/local/cuda-11.4/lib64 PYTHONPATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs/local/lib/python3.10/dist-packages:${PYTHONPATH} /usr/bin/cmake --build /home/arcturus/Documents/AllSeaingVehicle2/build/velodyne_pointcloud -- -j4 -l4
[0.269s] [35m[1mConsolidate compiler generated dependencies of target gtest_main[0m
[0.275s] [35m[1mConsolidate compiler generated dependencies of target velodyne_cloud_types[0m
[0.320s] [35m[1mConsolidate compiler generated dependencies of target velodyne_rawdata[0m
[0.381s] [ 11%] Built target gtest_main
[0.442s] [ 27%] Built target velodyne_cloud_types
[0.444s] [35m[1mConsolidate compiler generated dependencies of target gtest[0m
[0.473s] [ 44%] Built target velodyne_rawdata
[0.522s] [35m[1mConsolidate compiler generated dependencies of target transform[0m
[0.530s] [ 55%] Built target gtest
[0.589s] [35m[1mConsolidate compiler generated dependencies of target test_calibration[0m
[0.643s] [35m[1mConsolidate compiler generated dependencies of target test_row_step[0m
[0.662s] [ 66%] Built target transform
[0.676s] [ 77%] Built target test_calibration
[0.717s] [35m[1mConsolidate compiler generated dependencies of target velodyne_transform_node[0m
[0.764s] [ 88%] Built target test_row_step
[0.841s] [100%] Built target velodyne_transform_node
[0.883s] Invoked command in '/home/arcturus/Documents/AllSeaingVehicle2/build/velodyne_pointcloud' returned '0': AMENT_PREFIX_PATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs:${AMENT_PREFIX_PATH} CMAKE_PREFIX_PATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs:/opt/ros/humble LD_LIBRARY_PATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs/lib:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/aarch64-linux-gnu:/opt/ros/humble/lib:/usr/local/cuda-11.4/lib64:/usr/local/cuda-11.4/lib64:/usr/local/cuda-11.4/lib64 PYTHONPATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs/local/lib/python3.10/dist-packages:${PYTHONPATH} /usr/bin/cmake --build /home/arcturus/Documents/AllSeaingVehicle2/build/velodyne_pointcloud -- -j4 -l4
[1.023s] Invoking command in '/home/arcturus/Documents/AllSeaingVehicle2/build/velodyne_pointcloud': AMENT_PREFIX_PATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs:${AMENT_PREFIX_PATH} CMAKE_PREFIX_PATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs:/opt/ros/humble LD_LIBRARY_PATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs/lib:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/aarch64-linux-gnu:/opt/ros/humble/lib:/usr/local/cuda-11.4/lib64:/usr/local/cuda-11.4/lib64:/usr/local/cuda-11.4/lib64 PYTHONPATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs/local/lib/python3.10/dist-packages:${PYTHONPATH} /usr/bin/cmake --install /home/arcturus/Documents/AllSeaingVehicle2/build/velodyne_pointcloud
[1.055s] -- Install configuration: ""
[1.056s] -- Execute custom install script
[2.021s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/params/VLP16db.yaml
[2.057s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/params/VLS128.yaml
[2.087s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/params/VeloView-VLP-32C.yaml
[2.120s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/params/issue_84_float_intensities.yaml
[2.153s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/params/rviz_points.vcg
[2.187s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/ament_index/resource_index/package_run_dependencies/velodyne_pointcloud
[2.219s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/ament_index/resource_index/parent_prefix_path/velodyne_pointcloud
[2.255s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/environment/ament_prefix_path.sh
[2.287s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/environment/ament_prefix_path.dsv
[2.320s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/environment/path.sh
[2.353s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/environment/path.dsv
[2.389s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/local_setup.bash
[2.423s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/local_setup.sh
[2.458s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/local_setup.zsh
[2.489s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/local_setup.dsv
[2.521s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/package.dsv
[2.557s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/ament_index/resource_index/packages/velodyne_pointcloud
[2.589s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/ament_index/resource_index/rclcpp_components/velodyne_pointcloud
[2.624s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/cmake/velodyne_pointcloudConfig.cmake
[2.658s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/cmake/velodyne_pointcloudConfig-version.cmake
[2.691s] -- Symlinking: /home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_pointcloud/share/velodyne_pointcloud/package.xml
[2.790s] Invoked command in '/home/arcturus/Documents/AllSeaingVehicle2/build/velodyne_pointcloud' returned '0': AMENT_PREFIX_PATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs:${AMENT_PREFIX_PATH} CMAKE_PREFIX_PATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs:/opt/ros/humble LD_LIBRARY_PATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs/lib:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/aarch64-linux-gnu:/opt/ros/humble/lib:/usr/local/cuda-11.4/lib64:/usr/local/cuda-11.4/lib64:/usr/local/cuda-11.4/lib64 PYTHONPATH=/home/arcturus/Documents/AllSeaingVehicle2/install/velodyne_msgs/local/lib/python3.10/dist-packages:${PYTHONPATH} /usr/bin/cmake --install /home/arcturus/Documents/AllSeaingVehicle2/build/velodyne_pointcloud
